filepath,theta,phi,turbidity,exposure,elevation,fov
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1qq2J8s0V_1LUoyfwDMyZw_B.png,163.6609867,64.5931807,4.5,0.027826,6.84,97.29
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1rh_frDPckxKRPv8ra532g_F.png,-149.8300255,71.38632815,3.5,0.050093,2.37,68.8
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1rh_frDPckxKRPv8ra532g_B.png,30.16997452,65.10632815,3.5,0.050093,-3.91,75.94
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1RnUGpGid-TGno3inI4cyg_F.png,133.3638621,55.6890851,4,0.044543,-4.05,93.26
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1RnUGpGid-TGno3inI4cyg_B.png,-46.63613793,52.4990851,4,0.044543,-7.24,70.11
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1rSgPMuUp6BY_9Iv0A7aYQ_F.png,-96.08225767,78.55167088,4.5,0.024752,-4.71,90.94
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1rSgPMuUp6BY_9Iv0A7aYQ_B.png,-96.08225767,89.09832912,4.5,0.024752,7.64,96.36
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1s4VMt2IxP4So7Wsb8ODrQ_F.png,105.7644168,79.6223236,4.5,0.0264,5.55,63.2
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1s4VMt2IxP4So7Wsb8ODrQ_B.png,-74.23558319,74.5823236,4.5,0.0264,0.51,91.11
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1sBZkGQ5cJ2oT2YmktCENQ_F.png,-109.0424597,26.66402536,2.5,0.037405,-2,89.94
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1sBZkGQ5cJ2oT2YmktCENQ_B.png,70.95754028,37.35402536,2.5,0.037405,8.69,67.72
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1sFRh4A3y5lOzQhKgsN81A_F.png,-30.54965229,58.31619662,4,0.033902,-1.96,68.7
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1sFRh4A3y5lOzQhKgsN81A_B.png,149.4503477,56.43619662,4,0.033902,-3.84,72.77
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1SvnWTTinjH2Foie-qlUPA_F.png,-81.06914555,79.69164554,4,0.03496,2.89,64.94
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/1SvnWTTinjH2Foie-qlUPA_B.png,98.93085445,84.06164554,4,0.03496,7.26,68.64
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B-8lOkbPrV7vLgh6U1nDcg_F.png,142.7375747,41.99577452,4.5,0.031108,-8.89,77.26
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B-8lOkbPrV7vLgh6U1nDcg_B.png,-37.2624253,43.98577452,4.5,0.031108,-6.9,67.69
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b-fLV6AyK2nQqdx-rXUeaw_F.png,-39.25766686,72.19467858,4,0.036475,-4.27,84.7
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b-fLV6AyK2nQqdx-rXUeaw_B.png,140.7423331,70.98467858,4,0.036475,-5.48,80.98
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B-jtggcAY-dUVINTYJdMQw_F.png,-101.0402538,50.21830379,3.5,0.037946,-3.24,83.73
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B-jtggcAY-dUVINTYJdMQw_B.png,78.95974623,57.23830379,3.5,0.037946,3.78,76.23
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b-LroFcfPy6bpvATjAkA3A_F.png,-83.81981582,62.21641688,3.5,0.043699,-0.03,79.59
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b-LroFcfPy6bpvATjAkA3A_B.png,96.18018418,66.86641688,3.5,0.043699,4.62,72.76
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B-OJdGimFxu8M-4So3JO-Q_F.png,-77.75398834,55.6256711,3.5,0.051065,1.29,79.04
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B-OJdGimFxu8M-4So3JO-Q_B.png,102.2460117,45.8856711,3.5,0.051065,-8.45,89.23
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B-qqF6eHP52CG4aSxBKNrQ_F.png,7.467963233,57.51796158,4.5,0.031302,-7.85,94.12
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B-qqF6eHP52CG4aSxBKNrQ_B.png,-172.5320368,71.84796158,4.5,0.031302,6.48,72.18
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B-u20mXofyeYY-L9CoO2rg_F.png,-8.605842076,66.69560769,4.5,0.031079,7.61,79.39
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B-u20mXofyeYY-L9CoO2rg_B.png,171.3941579,57.13560769,4.5,0.031079,-1.95,79.12
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b10vZ5P8o3Tl4bcCTbev3w_F.png,-133.9080701,58.69275765,4.5,0.03076,-0.58,68.3
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b10vZ5P8o3Tl4bcCTbev3w_B.png,46.09192991,52.82275765,4.5,0.03076,-6.45,97.59
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b19j3rXfnE25vBiNNjsWxg_F.png,-123.0489386,71.4586539,4.5,0.028875,-1.07,85.14
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b19j3rXfnE25vBiNNjsWxg_B.png,56.95106139,69.3086539,4.5,0.028875,-3.22,76.16
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b1AlyVVuZXzbiAZ1p8vzvA_F.png,-8.047559195,83.11272936,4.5,0.028882,4.44,79.83
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b1AlyVVuZXzbiAZ1p8vzvA_B.png,171.9524408,85.24272936,4.5,0.028882,6.57,70.01
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B1KbNDI1MyxkSvbyck4mxg_F.png,-176.6172343,58.45107976,3.5,0.044072,-8.21,60.55
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B1KbNDI1MyxkSvbyck4mxg_B.png,3.382765676,56.85107976,3.5,0.044072,-9.81,75.62
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b1QLgUut4wK-7PAnfKEeJA_F.png,-121.4580537,55.01547596,4.5,0.031979,-8.7,75.49
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b1QLgUut4wK-7PAnfKEeJA_B.png,58.54194626,61.17547596,4.5,0.031979,-2.54,82
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b1zJG4arfOXMTS6gUaWYSQ_F.png,-56.32428923,37.39700532,3,0.047153,-3.81,70.95
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b1zJG4arfOXMTS6gUaWYSQ_B.png,123.6757108,50.31700532,3,0.047153,9.11,63.29
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B1zobU_EBBTnB8r6JnZB_Q_F.png,79.25894856,54.13804505,4.5,0.031006,1.25,80.64
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B1zobU_EBBTnB8r6JnZB_Q_B.png,-100.7410514,54.72804505,4.5,0.031006,1.84,80.54
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b2243Vr3z5ti9Sm94EeH-Q_F.png,148.7918107,56.99299421,3.5,0.041027,5.67,79.7
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b2243Vr3z5ti9Sm94EeH-Q_B.png,-31.20818932,59.88299421,3.5,0.041027,8.56,81.7
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B23uu5QAv9ctH0QIaFd4Sg_F.png,106.12232,51.15524761,3.5,0.038094,6.25,92.91
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B23uu5QAv9ctH0QIaFd4Sg_B.png,-73.87768003,45.68524761,3.5,0.038094,0.78,95.05
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B277ue-_IZnAcXp7IvAzzg_F.png,-129.8599589,65.4084324,4.5,0.032039,-7.12,95.89
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B277ue-_IZnAcXp7IvAzzg_B.png,50.14004105,67.1184324,4.5,0.032039,-5.41,60.95
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B2auD1IVeTLQ2w9y0ZedAA_F.png,-129.0873256,52.03410034,4,0.034026,0.91,96.51
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B2auD1IVeTLQ2w9y0ZedAA_B.png,50.91267442,42.98410034,4,0.034026,-8.14,67.93
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b2fznnDdCIOdxdX64_9nsA_F.png,15.32816132,71.5614194,4.5,0.030223,7.65,91.85
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b2fznnDdCIOdxdX64_9nsA_B.png,-164.6718387,60.7114194,4.5,0.030223,-3.2,84.23
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b2jcS_kJXz1beLaztNHDfQ_F.png,-176.276122,60.73944371,3.5,0.041853,4.63,77.08
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b2jcS_kJXz1beLaztNHDfQ_B.png,3.723877991,53.97944371,3.5,0.041853,-2.13,78.1
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b2kGqRt3krrSI9usaRDUHA_F.png,34.16675948,72.44730948,4,0.034795,-4.44,71.85
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b2kGqRt3krrSI9usaRDUHA_B.png,-145.8332405,86.41730948,4,0.034795,9.53,61.89
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B2QRB5fx5Ef11nPAdNxDvw_F.png,94.82265451,60.15305513,4.5,0.027727,4.33,71.47
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B2QRB5fx5Ef11nPAdNxDvw_B.png,-85.17734549,58.99305513,4.5,0.027727,3.17,94.53
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B2r51sj4K3sw1MpzvFNClg_F.png,-98.84221634,60.3329354,5.5,0.024061,0.26,94.25
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B2r51sj4K3sw1MpzvFNClg_B.png,81.15778366,58.3929354,5.5,0.024061,-1.68,85.12
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B2THvFa6xljhGgs9AuqUHg_F.png,-9.151830029,86.91588433,4,0.028633,7.58,81.2
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B2THvFa6xljhGgs9AuqUHg_B.png,170.84817,88.56588433,4,0.028633,5.93,92.64
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B2ZYLGl5FHUh5TlHwYNj9w_F.png,66.72598272,87.3984726,4.5,0.027524,6.7,69.54
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B2ZYLGl5FHUh5TlHwYNj9w_B.png,-113.2740173,76.0884726,4.5,0.027524,-4.61,73.38
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b34aINZX7ZUFQU6mATkFaw_F.png,168.8687355,71.7517079,4,0.034574,-4.35,63.01
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b34aINZX7ZUFQU6mATkFaw_B.png,-11.1312645,76.8717079,4,0.034574,0.77,65.62
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b362mKfsZiYLH4bY4fXh-g_F.png,-111.725297,70.17490912,5.5,0.023342,2.99,73.04
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b362mKfsZiYLH4bY4fXh-g_B.png,68.274703,67.59490912,5.5,0.023342,0.41,88.95
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b3cu3_kqw5X9kUpvqyByzg_F.png,79.75325396,48.27305197,4.5,0.026165,-5.06,98.54
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b3cu3_kqw5X9kUpvqyByzg_B.png,-100.246746,57.61305197,4.5,0.026165,4.28,65.59
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b3gMVhi2y3XDAiqUCpM_Ww_F.png,115.7395325,85.54628904,4,0.027908,-4.26,95.91
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b3gMVhi2y3XDAiqUCpM_Ww_B.png,115.7395325,80.87371096,4,0.027908,9.32,86.67
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B3kwBWakp3alBv-Qa7cQYQ_F.png,-105.2082725,61.77937729,4,0.036804,0.98,61.74
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B3kwBWakp3alBv-Qa7cQYQ_B.png,74.79172747,58.20937729,4,0.036804,-2.59,62.72
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b3MiGWoO4SBpXtluJuCPyA_F.png,-142.4639581,59.66593601,4.5,0.031394,-1.05,76.09
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b3MiGWoO4SBpXtluJuCPyA_B.png,37.53604189,50.86593601,4.5,0.031394,-9.85,64.17
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b3Publg3B1mg4Um3CBE3wA_F.png,80.44748222,80.85943539,3,0.041432,-6.94,74.38
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b3Publg3B1mg4Um3CBE3wA_B.png,-99.55251778,85.69943539,3,0.041432,-2.1,67.17
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B3v5k_KHSIbbgkICZb4Dxg_F.png,23.51444393,55.64076295,4.5,0.024485,2.22,90.79
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B3v5k_KHSIbbgkICZb4Dxg_B.png,-156.4855561,49.14076295,4.5,0.024485,-4.28,89.61
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b44LBX0bL1kf_uSm5CUsGg_F.png,-143.825463,68.8178859,5.5,0.025224,4.55,95.88
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b44LBX0bL1kf_uSm5CUsGg_B.png,36.17453704,55.7078859,5.5,0.025224,-8.56,93.25
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b48pKL-1oGDqfrG_Vcf6_A_F.png,147.1431785,88.94087559,4,0.03129,5.94,80.96
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b48pKL-1oGDqfrG_Vcf6_A_B.png,-32.85682153,77.57087559,4,0.03129,-5.43,82.53
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4aX1rytJSxVqSx36GhmuA_F.png,-168.8385653,81.09313441,4,0.028657,-8.71,66.51
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4aX1rytJSxVqSx36GhmuA_B.png,-168.8385653,84.42686559,4,0.028657,5.77,78.45
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B4dGKr3BZ3KSQ-WJw_ssNg_F.png,74.63527112,82.10166041,4.5,0.027957,-1.12,72.17
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B4dGKr3BZ3KSQ-WJw_ssNg_B.png,-105.3647289,83.72166041,4.5,0.027957,0.5,74.32
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4ICNAdVb04eGYodDkBGhQ_F.png,100.63141,64.562424,4,0.036738,-5.03,88.65
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4ICNAdVb04eGYodDkBGhQ_B.png,-79.36858997,62.472424,4,0.036738,-7.12,90.61
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4lf5SPyXRvIr36sxV1Ixg_F.png,-110.3268645,73.39958717,4.5,0.025619,-0.67,76.85
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4lf5SPyXRvIr36sxV1Ixg_B.png,69.67313552,72.09958717,4.5,0.025619,-1.97,98.9
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4ohEhQw6j-mUaq_eWTz1w_F.png,-6.585882255,47.42044076,3,0.040392,2.78,78.9
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4ohEhQw6j-mUaq_eWTz1w_B.png,173.4141177,36.88044076,3,0.040392,-7.76,86.52
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4tzS2BYLIklbX9M61CbRQ_F.png,162.7332288,35.6600721,3,0.040386,-7.07,73.95
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4tzS2BYLIklbX9M61CbRQ_B.png,-17.26677116,49.2300721,3,0.040386,6.5,70.05
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4UgnEgI40oNR6REPqepgg_F.png,32.29861837,57.04669646,3.5,0.040088,8.43,79.46
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b4UgnEgI40oNR6REPqepgg_B.png,-147.7013816,54.76669646,3.5,0.040088,6.15,86.3
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B4ulzacBB7kRHlhsJy6vWA_F.png,175.2620243,85.69709477,4,0.030191,8.76,74.68
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B4ulzacBB7kRHlhsJy6vWA_B.png,175.2620243,84.76290523,4,0.030191,-0.78,93.65
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b5gKMp-8EzAm_nSIXaEAtw_F.png,-48.80843914,47.78239981,4,0.026197,4.89,91.07
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b5gKMp-8EzAm_nSIXaEAtw_B.png,131.1915609,35.39239981,4,0.026197,-7.5,65.15
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b5IcnlYo9QMJVo1gyd6CWA_F.png,171.2716931,66.24639627,4.5,0.023982,1.36,67.94
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b5IcnlYo9QMJVo1gyd6CWA_B.png,-8.728306862,72.53639627,4.5,0.023982,7.65,95.88
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b5kQQeSssN5qNKWBZm4ZOg_F.png,-3.342641004,35.35955006,2.5,0.053629,-2.99,99.5
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b5kQQeSssN5qNKWBZm4ZOg_B.png,176.657359,39.65955006,2.5,0.053629,1.31,86.57
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b5PfOq7vlVPCTNkWithErA_F.png,152.644312,78.2744425,4,0.030558,-9.51,87.41
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b5PfOq7vlVPCTNkWithErA_B.png,152.644312,83.1355575,4,0.030558,9.08,75.93
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b5xTdlbbrpKNUHSJW2xvZA_F.png,150.7103579,76.53455961,4.5,0.028983,2.99,97.06
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b5xTdlbbrpKNUHSJW2xvZA_B.png,-29.28964214,68.88455961,4.5,0.028983,-4.66,86.36
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B5ZOlnbXhz3xbREaOGGhGQ_F.png,-108.4222362,68.38766236,3.5,0.043057,6.13,65.42
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B5ZOlnbXhz3xbREaOGGhGQ_B.png,71.57776376,56.52766236,3.5,0.043057,-5.73,87.82
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B6bEH_dfpJDB2NxgTx5ZDA_F.png,43.83107851,58.28401235,5.5,0.02443,-5.37,85.62
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B6bEH_dfpJDB2NxgTx5ZDA_B.png,-136.1689215,69.12401235,5.5,0.02443,5.47,97.38
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b6d5uSVNXktyG1jZhWI4QA_F.png,-144.7084214,88.87211919,4,0.026887,3.67,87.96
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b6d5uSVNXktyG1jZhWI4QA_B.png,35.29157856,82.56211919,4,0.026887,9.98,92.64
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b6G81xKVZZnXrUxjDveV_Q_F.png,11.82662703,62.16169192,4,0.035854,-7.07,73.17
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b6G81xKVZZnXrUxjDveV_Q_B.png,-168.173373,71.79169192,4,0.035854,2.56,81.87
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B6IgWUUwk7zDmyzy1hJdJw_F.png,-73.95026096,70.19072846,5.5,0.022463,-3.88,63.89
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B6IgWUUwk7zDmyzy1hJdJw_B.png,106.049739,79.70072846,5.5,0.022463,5.63,97.32
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b6lQsROB8lJAKQVYpyMC8A_F.png,170.2853913,48.72982287,3,0.053178,2.96,60.83
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b6lQsROB8lJAKQVYpyMC8A_B.png,-9.714608727,49.92982287,3,0.053178,4.16,62.09
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b6lT5IN2nlKAfUGAYo7QYQ_F.png,100.4637085,60.42676047,5.5,0.023249,-4.59,60.78
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b6lT5IN2nlKAfUGAYo7QYQ_B.png,-79.53629151,72.78676047,5.5,0.023249,7.77,65.11
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b7DweJbZN7pnI-K7sJVWBg_F.png,-102.9388938,77.5779108,4,0.031476,-5.41,96.62
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b7DweJbZN7pnI-K7sJVWBg_B.png,77.06110618,78.5579108,4,0.031476,-4.43,78.76
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b7EE6AoX4ZAiWTLghABDpA_F.png,-3.591956988,76.75734355,4,0.030068,-8.69,92.85
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b7EE6AoX4ZAiWTLghABDpA_B.png,176.408043,88.88734355,4,0.030068,3.44,98.52
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b7nahfFULnLTYx1W60Tszw_F.png,8.311177807,61.68754806,5.5,0.026993,-2.23,91.46
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b7nahfFULnLTYx1W60Tszw_B.png,-171.6888222,66.34754806,5.5,0.026993,2.43,96.31
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B7OyO-7KfZKmBQoeMF0Ysg_F.png,-43.45236777,75.32880393,5.5,0.026013,2.42,84.25
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B7OyO-7KfZKmBQoeMF0Ysg_B.png,136.5476322,78.46880393,5.5,0.026013,5.56,80.95
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B7QRMv7mx0V1VNPQBVpW7Q_F.png,-51.36866476,69.17789845,4.5,0.027391,-2.96,79.28
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B7QRMv7mx0V1VNPQBVpW7Q_B.png,128.6313352,71.28789845,4.5,0.027391,-0.85,69.39
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b7xgA65LkwxdMNld-VcC-Q_F.png,174.5396228,82.14099,4.5,0.027859,8.07,61.19
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b7xgA65LkwxdMNld-VcC-Q_B.png,-5.460377168,73.48099,4.5,0.027859,-0.59,61.84
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B82G45nwwxdoOKsQdG6dbA_F.png,-2.487954972,77.06886674,4,0.033853,-3.84,90.98
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B82G45nwwxdoOKsQdG6dbA_B.png,177.512045,88.58886674,4,0.033853,7.68,95.18
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B83RA9Y5a1Wgk_9C0hNW6A_F.png,171.0869421,38.04612298,3.5,0.030415,-6.34,79.68
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B83RA9Y5a1Wgk_9C0hNW6A_B.png,-8.913057872,37.85612298,3.5,0.030415,-6.53,80.06
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b87zjL_9BqAP_1M22dWlrA_F.png,173.5675908,49.12470753,2.5,0.053585,4.06,73.31
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b87zjL_9BqAP_1M22dWlrA_B.png,-6.432409179,52.27470753,2.5,0.053585,7.21,74.28
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b88ldfdVQiBjiQh_WCzBpA_F.png,165.2101366,38.53982947,3,0.044919,-5.85,77.5
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b88ldfdVQiBjiQh_WCzBpA_B.png,-14.78986343,46.10982947,3,0.044919,1.72,77.38
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B8Ggs7t_YIGUUkOxse6DXw_F.png,82.15276003,80.55857526,3.5,0.034528,8.77,67.38
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B8Ggs7t_YIGUUkOxse6DXw_B.png,-97.84723997,75.61857526,3.5,0.034528,3.83,80.07
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b8gOySThYcZysF-YD_a_iQ_F.png,-79.80583662,70.91825976,4.5,0.029284,-8.68,91.05
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b8gOySThYcZysF-YD_a_iQ_B.png,100.1941634,71.65825976,4.5,0.029284,-7.94,64.68
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b8Iim5lsNE-lER2bTpBWrw_F.png,-87.77166483,63.05588145,4.5,0.035318,8.6,71.87
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b8Iim5lsNE-lER2bTpBWrw_B.png,92.22833517,52.65588145,4.5,0.035318,-1.8,69.57
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b8jxI-Xv9gpFKXVX5u3gZA_F.png,33.16881552,65.24682594,4,0.036243,0.43,94.75
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b8jxI-Xv9gpFKXVX5u3gZA_B.png,-146.8311845,58.46682594,4,0.036243,-6.35,82.26
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b8vmrXYC8xG8HFpfmyJdpg_F.png,4.465722739,60.64470626,3.5,0.041395,7.12,67.88
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/b8vmrXYC8xG8HFpfmyJdpg_B.png,-175.5342773,47.71470626,3.5,0.041395,-5.81,79.94
C://Users/caiyx/Desktop/dashcam-illumination-estimation-master/data/train/B9AzxTzeQ28ELhxJQVyRjA_F.png,-167.8389066,46.51621408,3.5,0.036478,-0.64,74.89
